name,phone,email,mc,dot,street,state,city,dot_apply_date,mc_appy_date,mc_grant_date,power_unit,driver_total,mcs_file_date
TL TRUCKING LLC,(602) 413-5212,UNTREALP33@GMAIL.COM,1288660,3692371,2450 W PECOS RD APT 1133,AZ,CHANDLER,02-AUG-21,08/05/2021,20211213,1,2,13-DEC-21
GURM TRANSPORT LLC,(623) 853-3617,GURMTRUCKINGINC2020@YAHOO.COM,1293644,3699201,25671 W LYNNE LN,AZ,BUCKEYE,11-AUG-21,08/16/2021,20211213,1,1,20-DEC-21
QUARTER OF MILE TRUCKING LLC,(623) 225-4229,QUARTEROFMILETRUCKING7@GMAIL.COM,1294429,3700286,709 N 4TH ST,AZ,AVONDALE,12-AUG-21,08/17/2021,20211213,1,1,14-DEC-21
TOMA JOOBO LLC,(602) 516-0619,NADIRTOMA28@HOTMAIL.COM,1335163,3731288,10841 N 88TH AVE,AZ,PEORIA,27-SEP-21,11/04/2021,20211213,1,1,01-NOV-21
EC EXPRESS LLC,(602) 614-3054,ELIEDANYSCESPEDES3054@GMAIL.COM,1335627,3756491,4141 W GLENDALE AVE APT 1096,AZ,PHOENIX,02-NOV-21,11/05/2021,20211213,1,1,20-DEC-21
RACH TRANSPORTATION LLC,(480) 544-7935,MJTRANSAZ@GMAIL.COM,1341659,3764728,4641 N 26TH LN,AZ,PHOENIX,15-NOV-21,11/18/2021,20211213,1,1,10-JAN-22
DRIFTWOOD TRANSPORT LLC,(928) 385-1188,JTPROTHERAPY@GMAIL.COM,1343582,3767365,3550 HODGES RD,AZ,KINGMAN,18-NOV-21,11/24/2021,20211213,2,4,26-DEC-21
COPPERFIELD TRANSPORTATION LLC,(602) 703-9834,MZAMORA5643@GMAIL.COM,1344077,3768065,4571 W BUTLER DR,AZ,GLENDALE,18-NOV-21,11/23/2021,20211213,1,1,18-NOV-21
OGV TRUCKING,(480) 452-6271,OGV106@GMAIL.COM,51789,3745541,3122 E VERBENA DR,AZ,PHOENIX,17-OCT-21,11/08/2021,20211213,1,1,17-OCT-21
OBASI TRANSPORTATION LLC,(480) 708-9396,KINGSO011@YAHOO.COM,1122749,3449771,825 W QUEEN CREEK RD APT 2030,AZ,CHANDLER,07-JUL-20,07/10/2020,20210205,1,1,09-JUN-21
RCJ TRANSPORTATION LLC,(602) 738-2454,CAMPASRJ@GMAIL.COM,1159067,3506279,6337 W HAZELWOOD ST,AZ,PHOENIX,16-OCT-20,10/21/2020,20210205,1,1,16-OCT-20
UP RIGHT TRANSPORTATION LLC,(480) 435-2203,UPRIGHT103@GMAIL.COM,1166277,3517394,9554 W ALBERT LN,AZ,PEORIA,06-NOV-20,01/22/2021,20210205,2,2,11-NOV-21
JIRA EXPRESS LLC,(520) 600-9044,JIRAEXPRESSLLC@GMAIL.COM,1175843,3531519,6738 E SEA HORSE RD,AZ,TUCSON,05-DEC-20,12/09/2020,20210205,1,1,05-DEC-20
SINGH & SONS TRANSPORT LLC,(520) 789-1769,MALASINGH6795@GMAIL.COM,1177890,3534535,6795 S THIMBLEBERRY RD,AZ,TUCSON,10-DEC-20,12/15/2020,20210205,1,2,21-SEP-21
N & L EXPRESS LLC,(623) 414-6233,NLEXPRESS2020@GMAIL.COM,1184562,3544294,4839 W KALER CIR,AZ,GLENDALE,05-JAN-21,01/08/2021,20210205,1,2,05-JAN-21
RAUL GUALBERTO CHINCHILLA,(520) 227-4434,CHINCHILLARAUL@YAHOO.COM,1185466,3545580,11226 N 39TH AVE,AZ,PHOENIX,07-JAN-21,01/12/2021,20210205,1,1,12-APR-21
DGB TRUCKING LLC,(602) 481-0134,BABYDSOTO1@YAHOO.COM,1186297,3546748,8133 S 73RD DR,AZ,LAVEEN,08-JAN-21,01/13/2021,20210205,1,1,04-FEB-21
DMK LIVESTOCK AND TRUCKING LLC,(928) 457-7972,DMKAZTRUCKING@OUTLOOK.COM,1189031,3550677,910 SIESTA DR,AZ,TAYLOR,14-JAN-21,01/20/2021,20210205,2,2,02-JUL-21
AZ QUICK TRUCKING LLC,(520) 260-9172,PHX4EXL@GMAIL.COM,1189197,3550942,6911 W TUMBLING T,AZ,TUCSON,14-JAN-21,01/20/2021,20210205,1,1,28-APR-21
CJ & AB ENTERPRISE LLC,(480) 388-1940,CJABENTERPRISE@GMAIL.COM,1189459,3156083,4551 N 93RD DR,AZ,PHOENIX,02-JUL-18,01/21/2021,20210205,2,2,26-OCT-21
MRM DELIVERY LLC,(480) 356-1785,MRMDELIVERYLLC@GMAIL.COM,1189916,2540503,20629 N 16TH PL,AZ,PHOENIX,10-SEP-14,01/21/2021,20210205,4,5,25-DEC-21
J A R TRANSPORT LLC,(520) 312-1278,JARTRANSPORTLLC2020@GMAIL.COM,1189988,3522845,11410 W EAGLES WING WAY,AZ,TUCSON,17-NOV-20,01/21/2021,20210205,1,1,16-JAN-21
TUXEDO QUALITY LLC,(407) 861-6168,CHRISRAMOS@MAIL.COM,1190228,3552429,15988 W YAVAPAI ST,AZ,GOODYEAR,18-JAN-21,01/21/2021,20210205,1,1,22-JAN-21
DAYSTAR LOGISTICS LLC,(602) 668-7162,DAYSTARLOGIS@GMAIL.COM,1190433,3552735,6711 N 35TH AVE APT 6,AZ,PHOENIX,18-JAN-21,01/21/2021,20210205,1,2,18-JAN-21
NIRWAN TRUCKING LLC,(602) 832-3514,PSLIWF1990@GMAIL.COM,1190743,3553207,8712 W PALMAIRE AVE,AZ,GLENDALE,19-JAN-21,01/22/2021,20210205,1,1,19-JAN-21
DRAKOS TRUCKING LLC,(602) 884-4344,HARDWORK.AC@GMAIL.COM,1144510,3484154,516 W HIGHLAND AVE APT J,AZ,PHOENIX,09-SEP-20,09/14/2020,20210315,1,2,19-SEP-21
JCZJ TRUCKING LLC,(623) 888-1878,MJTRANSAZ@GMAIL.COM,1184915,3544807,4828 N ORILLA CIR,AZ,PHOENIX,06-JAN-21,01/11/2021,20210315,1,1,05-NOV-21
MAJOR MILES LLC,(623) 225-4015,MILES2929@GMAIL.COM,1199429,3565906,961 E TORNASOL CIR,AZ,LITCHFIELD PK,08-FEB-21,02/11/2021,20210315,1,1,07-JUN-21
BORA SOM LOGISTICS INC,(253) 844-9423,BORASOMLOGISTICS@GMAIL.COM,1201828,3569412,4700 N 16TH ST APT 227,AZ,PHOENIX,12-FEB-21,02/18/2021,20210315,1,1,24-JAN-22
AZNY TRANSPORT LLC,(315) 373-6599,AJNY75@GMAIL.COM,1204228,3573043,3330 E MARCONI AVE,AZ,PHOENIX,19-FEB-21,02/24/2021,20210315,3,3,12-JAN-22
ROBERTS TRUCKING LLC,(480) 800-8829,ROBERTS.TRUCKING_LLC@YAHOO.COM,1204531,3573517,1525 SOUTH HIGLEY RD  SUITE 104,AZ,GILBERT,21-FEB-21,02/24/2021,20210315,3,3,14-NOV-21
PHOENIX ROADRUNNER TRUCKING,(602) 541-2474,PHOENIXROADRUNNERTRUCKING@GMAIL.COM,45483,3562872,3401 N 35TH AVE,AZ,PHOENIX,03-FEB-21,02/08/2021,20210315,1,1,04-JAN-22
LOCAL LOGISTICS AZ,(520) 240-8356,LOCALLOGISTICSAZ@GMAIL.COM,1129366,3460450,1312 E MEADOWBROOK AVE,AZ,PHOENIX,27-JUL-20,07/30/2020,20210727,1,1,28-OCT-21
ZE TRUCKING LLC,(602) 877-5423,FERNANDOFL77@ICLOUD.COM,1259821,3652957,11716 S 209TH AVE,AZ,BUCKEYE,08-JUN-21,06/11/2021,20210727,1,2,31-OCT-21
J&B CAR TRANSPORT LLC,(480) 465-3294,JUANPLEDESMA8@GMAIL.COM,1263830,3650547,7924 W HIGHLAND AVE,AZ,PHOENIX,05-JUN-21,06/18/2021,20210727,1,1,14-JUL-21
KZ FREIGHT INC,(480) 360-3004,KZFREIGHT1@GMAIL.COM,1261613,3655418,64 E BROADWAY RD STE 200,AZ,TEMPE,11-JUN-21,06/16/2021,20210824,10,11,16-NOV-21
TARASCO TRANSPORT LLC,(602) 918-7572,MJTRANSAZ@GMAIL.COM,1281929,3683142,15835 W COCOPAH ST,AZ,GOODYEAR,20-JUL-21,07/23/2021,20210824,1,1,15-DEC-21
HAGGAGI TRUCKING LLC,(509) 637-4327,RABIEHAGAG@YAHOO.COM,132492,2924976,4701 N 106TH DR,AZ,PHOENIX,31-AUG-16,06/24/2021,20210824,1,1,27-OCT-21
H&R TRANS INC,(480) 848-7722,HRTRANS21@GMAIL.COM,1310144,3721568,4082 S BRADSHAW WAY,AZ,CHANDLER,13-SEP-21,09/16/2021,20211117,1,1,17-NOV-21
LT MAXX HOTSHOTTING LLC,(602) 497-7779,LTMAXXHOTSHOT@GMAIL.COM,1322920,3739147,45963 W SKY LN,AZ,MARICOPA,07-OCT-21,10/13/2021,20211117,2,2,11-JAN-22
SCOTTY EXPRESS LLC,(480) 749-0709,CARVELSN@GMAIL.COM,1232298,3614462,2651 W GUADALUPE RD STE 114,AZ,MESA,16-APR-21,04/21/2021,20210618,1,1,24-JUN-21
HARRIS LOGISTICS LLC,(480) 212-6556,MKHARRIS04@COX.NET,1253836,3644632,835 W WARNER RD STE 101-489,AZ,GILBERT,27-MAY-21,06/02/2021,20210618,1,4,27-MAY-21
SALGADO FAMILY FREIGHT LLC,(808) 294-1174,SALGADOFAMILYFREIGHT@GMAIL.COM,1253845,3741050,339 N 169TH AVE,AZ,GOODYEAR,11-OCT-21,06/02/2021,20210618,1,1,21-JAN-22
D & D AMERICAN TRANSPORTATION LLC,(480) 729-0573,LEODANISNARANJO@GMAIL.COM,1217052,3592077,2121 W ROYAL PALM RD APT 2130,AZ,PHOENIX,18-MAR-21,03/23/2021,20210513,1,1,19-MAY-21
OSIRA LOGISTICAL CONSULTANTS LLC,(888) 520-9616,OSIRALOGISTICALCONSULTANTS@GMAIL.COM,1227825,3607879,6336 N ORACLE RD STE 326 105,AZ,TUCSON,08-APR-21,04/13/2021,20210513,1,1,03-JAN-22
NEW STAR TRANSPORT LLC,(760) 641-7314,JUAN-RAMON791@HOTMAIL.COM,1228266,3608494,115 E 22 ND STREET,AZ,SAN LUIS,09-APR-21,04/14/2021,20210513,1,1,07-MAY-21
ARFLEET LLC,(602) 574-9289,ARFLEET@YAHOO.COM,1233863,3616658,744 W KELTON LN,AZ,PHOENIX,20-APR-21,04/23/2021,20210513,1,1,20-APR-21
SIKH TRUCKING LLC,(623) 332-4014,SIKHTRUCKINGLLC@GMAIL.COM,1235347,3618805,11610 W JACKSON ST,AZ,AVONDALE,22-APR-21,04/27/2021,20210513,1,1,19-MAY-21
JIMMY CONLEY,(702) 202-1248,TEAMROPER7700@GMAIL.COM,1297043,1896592,380 E FLETCHER LN,AZ,WICKENBURG,02-JUN-09,08/24/2021,20211103,1,1,01-NOV-21
DOOMA LLC,(303) 823-8319,BENA_NINA@HOTMAIL.COM,1312111,3724234,7113 N 26TH DR,AZ,PHOENIX,16-SEP-21,09/21/2021,20211103,1,2,16-SEP-21
KEYOWN ENTERPRISE LLC,(909) 265-1211,JBURKS35@YAHOO.COM,1318000,3732336,7420 W PIONEER ST,AZ,PHOENIX,28-SEP-21,10/01/2021,20211103,1,1,28-SEP-21
RELIABLE LOGISTICS SERVICE LLC,(623) 934-3599,DAN@RELIABLERECOVERYLLC.COM,1319957,3460417,2401 W MCDOWELL RD,AZ,PHOENIX,27-JUL-20,10/06/2021,20211103,1,1,13-OCT-21
BAGHDAD COMPANY LLC,(520) 912-7941,BUTHAINA.ALRUBAII@GMAIL.COM,1323662,3740133,7122 E EASTLAND ST,AZ,TUCSON,08-OCT-21,10/14/2021,20211103,1,1,08-NOV-21
AX LOGISTICS LLC,(928) 398-5879,GONZALEZ77RA@GMAIL.COM,1325532,3739890,3683 W COUNTY 16 1/2 ST,AZ,SOMERTON,08-OCT-21,10/18/2021,20211103,1,1,24-JAN-22
LR EXPEDITE LLC,(773) 299-5415,LREXPEDITE@GMAIL.COM,1325818,3743126,7224 S 71ST LN,AZ,LAVEEN,13-OCT-21,10/18/2021,20211103,1,1,27-OCT-21
FINAL MILE DELIVERY SERVICES LLC,(602) 607-4600,STEVE@FINALMILEDELIVERY.COM,1137726,3473657,24850 N 19TH AVE,AZ,PHOENIX,20-AUG-20,08/25/2020,20210818,3,1,06-OCT-21
ALL MODE TRANSPORTATION LLC,(480) 514-2955,WILLIAMSDEMONTE541@GMAIL.COM,1180919,3539056,7375 N ZANJERO BLVD APT 2134,AZ,GLENDALE,21-DEC-20,12/24/2020,20210818,2,2,21-DEC-20
OPEN ROAD TRUCKING LLC,(480) 265-6922,PINNACLEHERB@GMAIL.COM,1190783,3553272,6605 N 52ND DR,AZ,GLENDALE,19-JAN-21,01/22/2021,20210818,1,2,11-NOV-21
WILLY AUTO TRANSPORT LLC,(602) 341-2390,WILLYAUTOTRANSPORTLLC@GMAIL.COM,1224181,3602508,23785 W MOBILE LN,AZ,BUCKEYE,31-MAR-21,04/05/2021,20210818,1,1,14-SEP-21
ALL OVER FREIGHT LLC,(480) 246-6300,GMTZ1586@GMAIL.COM,1275298,3674714,4710 S 36TH DR,AZ,PHOENIX,08-JUL-21,07/13/2021,20210818,2,1,04-JAN-22
MDY EXPRESS LLC,(480) 930-8103,MDYEXPRESS21@GMAIL.COM,1286189,3688962,1520 W PEORIA AVE APT 240,AZ,PHOENIX,28-JUL-21,08/02/2021,20210818,1,3,28-JUL-21
STACKBOX LLC,(480) 352-8800,STACKBOX@MAIL.COM,1101607,3233989,2629 S REYES,AZ,MESA,16-JAN-19,04/14/2021,20210430,1,1,19-MAR-21
TORO DELIVERY SERVICES LLC,(602) 599-3087,TORODELIVERYSERVICES@GMAIL.COM,1202842,3561555,7814 W PALMAIRE AVE,AZ,GLENDALE,01-FEB-21,04/15/2021,20210430,1,1,11-MAR-21
S&B Z TRANSPORTATION LLC,(480) 444-6129,S.BZLLC@YAHOO.COM,1208383,3579207,12633 W WARNER ST,AZ,AVONDALE,02-MAR-21,03/05/2021,20210430,1,2,01-OCT-21
WHITMORE'S WILDWOOD TRUCKING,(928) 245-2793,LISAWHITMORE1970@GMAIL.COM,1209063,3547968,788 W SCHOOL BUS RD,AZ,EAGAR,11-JAN-21,03/05/2021,20210430,2,6,20-APR-21
FASTLANE AUTO TRANSPORT LLC,(909) 743-9949,DD.RIVERAB@GMAIL.COM,1215835,3590275,4690 S LAKESHORE DR APT 2097,AZ,TEMPE,16-MAR-21,03/19/2021,20210430,1,1,17-MAY-21
CFIVE LOGISTICS LLC,(520) 444-5373,CFIVELOGISTICS@GMAIL.COM,1216396,3591093,2501 W VEREDA DE LAS FLORES,AZ,TUCSON,17-MAR-21,03/22/2021,20210430,10,10,17-MAR-21
RYLEE TRANSPORTATION LLC,(417) 554-2909,SKERRY_D@YAHOO.COM,1218893,3594750,7200 N 43RD AVE LOT 83,AZ,GLENDALE,22-MAR-21,03/25/2021,20210430,1,1,22-MAR-21
OUT THERE TRUCKING LLC,(602) 568-7806,OUTTHERETRKING@MSN.COM,1227939,1448260,27240 N WILD MOUNTAIN WAY,AZ,PAULDEN,04-JAN-06,04/16/2021,20210430,1,1,07-APR-21
LAQ TRUCKING LLC,(623) 692-7604,CORZARIO66@GMAIL.COM,1228847,3609329,16246 W CULVER ST,AZ,GOODYEAR,10-APR-21,04/14/2021,20210430,1,1,10-APR-21
INET DELIVERY INC,(530) 682-7810,PINDER@ONTRONICS.NET,1195859,3560795,30600 N PIMA RD UNIT 85,AZ,SCOTTSDALE,30-JAN-21,02/03/2021,20210524,1,1,22-MAR-21
ISIDRO ALFONSO LLANES,(310) 714-3678,CARLOSMIONTIME@YAHOO.COM,1238098,3622715,919 VIA  PUEBLA,AZ,RIO RICO,28-APR-21,05/03/2021,20210524,1,1,04-MAY-21
COAST TO COAST COURIER LLC,(602) 653-4203,MR.ABBSOLUTEAQUISITIONS@GMAIL.COM,1149231,3491419,1833 S 106TH LN,AZ,TOLLESON,22-SEP-20,09/25/2020,20210422,1,2,09-NOV-21
MANNA TRANSPORTATION LLC,(480) 528-1450,MANNATRANS744@GMAIL.COM,1178192,3534963,17403 W JEFFERSON ST,AZ,GOODYEAR,11-DEC-20,12/16/2020,20210422,1,1,26-MAY-21
TOTS TRUCKING LLC,(402) 238-7236,TRKRT@YAHOO.COM,1200092,3566909,3715 E PARADISE LN,AZ,PHOENIX,09-FEB-21,02/12/2021,20210422,1,1,09-FEB-21
TH HOTSHOT TRUCKING LLC,(928) 267-8327,LAKELEVI80@GMAIL.COM,1212348,3585079,2703 W NICKLAUS DR,AZ,PAYSON,09-MAR-21,03/12/2021,20210422,1,1,09-MAR-21
KARAMARA LOGISTICS LLC,(480) 378-8007,KARAMARALOGISTICS@GMAIL.COM,1218270,3593839,2406 S 24TH ST STE C116,AZ,PHOENIX,20-MAR-21,03/24/2021,20210422,1,1,26-MAY-21
MULE MOUNTAIN TRANSPORT LLC,(520) 234-4149,MULEMOUNTAINTRANSPORT@GMAIL.COM,1220318,3596862,307 13TH TER,AZ,BISBEE,24-MAR-21,03/29/2021,20210422,1,4,23-APR-21
KRZYSZTOF KONERT LLC,(623) 498-9604,KONERTLLC@GMAIL.COM,1224453,3593229,1810 S 162ND LN,AZ,GOODYEAR,19-MAR-21,04/06/2021,20210422,1,1,11-NOV-21
BENZA TRANSPORT LLC,(520) 250-2594,BENAZTRANSPORTLLC@GMAIL.COM,1175034,3530287,2529 W CACTUS RD,AZ,PHOENIX,03-DEC-20,12/08/2020,20210209,1,1,11-MAR-21
CAZARES TRANSPORTATION LLC,(602) 600-5450,JCAZARES731@GMAIL.COM,1176096,3531902,9205 W BADEN ST,AZ,TOLLESON,07-DEC-20,12/10/2020,20210209,1,1,02-FEB-21
VALTIERRA TRUCKING LLC,(928) 287-2082,VALTIERRATRUCKINGLLC@GMAIL.COM,1313279,3725826,3150 W COUNTY 16TH ST,AZ,SOMERTON,19-SEP-21,09/22/2021,20211116,1,1,19-SEP-21
BAUTISTA & SON'S TRANSPORT LLC,(520) 483-9080,BAUTISTA.SONSTRANSPORT@GMAIL.COM,1314751,3727871,1631 W BUCKEYE LN UNIT 2,AZ,TUCSON,21-SEP-21,09/24/2021,20211116,1,1,21-SEP-21
LOFLIN TRANSPORT LLC,(775) 389-0495,RT69440@YAHOO.COM,1319192,3733976,5368 S CALLE CORO,AZ,SIERRA VISTA,30-SEP-21,10/05/2021,20211116,1,1,30-SEP-21
JUAN CARLOS GAMEZ,(928) 246-8304,JUAN_GAMEZ1591@HOTMAIL.COM,1186386,3546871,1334 N 9TH AVE,AZ,SAN LUIS,08-JAN-21,01/13/2021,20210316,1,1,08-JAN-21
UNRIVALED LOGISTICS LLC,(425) 359-0038,SEBAS.KUBAT338@GMAIL.COM,1188614,3550058,1111 W PARKLANE BLVD UNIT 19,AZ,CHANDLER,13-JAN-21,01/19/2021,20210316,1,1,05-MAR-21
VALRAM TRANSPORTATION LLC,(520) 619-9454,VALRAMTRANSPORTATION@OUTLOOK.COM,1193149,3556781,513 W VALLE VERDE PL STE 1,AZ,NOGALES,25-JAN-21,01/28/2021,20210316,1,1,25-JAN-21
OUT THE WEST TRANSPORT LLC,(623) 377-6078,OUTWEST15@GMAIL.COM,1204347,3573208,25670 W MIAMI ST,AZ,BUCKEYE,19-FEB-21,02/24/2021,20210316,1,1,05-AUG-21
SIERRA LINDA TRUCKING LLC,(480) 849-9812,LEO_MARTINEZ360@YAHOO.COM,1283451,3685281,6021 N 61 AVE,AZ,GLENDALE,22-JUL-21,07/27/2021,20210902,1,1,16-DEC-21
LONE COYOTE TRANSPORT LLC,(972) 806-2847,LONECTRANSPORT@GMAIL.COM,1283454,3685286,26638 N 239TH AVE,AZ,WITTMANN,22-JUL-21,07/27/2021,20210902,1,2,22-JUL-21
VL TRANSPORTATION LLC,(208) 934-7086,VIELMASLIZARRAGA@GMAIL.COM,1290484,3694867,4915 N 109TH AVE,AZ,PHOENIX,05-AUG-21,08/10/2021,20210902,1,1,05-AUG-21
GITANOS TRUCKING LLC,(469) 200-1962,J.OLIVAS@ELITEGROUPINS.COM,1291536,3696293,873 N PANAS PL,AZ,NOGALES,07-AUG-21,08/11/2021,20210902,1,1,07-AUG-21
MARTIN COTA,(686) 240-9208,JOVANNAYMARTIN2426@GMAIL.COM,1293873,3699537,4144 W 4TH PL,AZ,YUMA,11-AUG-21,08/16/2021,20210902,1,1,11-AUG-21
GREEN TUCSON DELIVERY LLC,(520) 313-0574,REINAORDAZ1973@HOTMAIL.COM,1094517,3395576,10022 S DAILEY RANCH RD,AZ,TUCSON,13-FEB-20,03/02/2020,20210108,1,1,14-SEP-21
GLOBAL LOGISTICS & TRADE,(213) 822-6967,DRBOYERCROSSPHD@GMAIL.COM,1126319,3455636,8603 N 22ND AVE APT 126,AZ,PHOENIX,17-JUL-20,12/22/2020,20210108,10,20,17-JUL-20
G5 TRUCKING LLC,(614) 218-9817,GFIVETRUCKINGLLC@GMAIL.COM,1176869,3533015,3330 E VAN BUREN ST APT 834,AZ,PHOENIX,08-DEC-20,12/11/2020,20210108,1,1,06-OCT-21
DUNHAM TRANSPORT LLC,(928) 301-7004,DUNHAMTRANSPORT@YAHOO.COM,1116178,3438643,846 N WHITING CIR 846 N WHITING CIR,AZ,MESA,10-JUN-20,06/15/2020,20210806,1,1,21-APR-21
SOLO 5 TRUCKING LLC,(602) 693-5516,SOLO5TRUCKINGAZ@GMAIL.COM,1247978,3636554,5156 W OLIVE AVE 242,AZ,GLENDALE,17-MAY-21,05/20/2021,20210806,1,1,29-OCT-21
RJW LOGISTICS LLC,(480) 206-0301,JENEISEWOOD@RJWLOGISTICSLLC.COM,1257894,3650214,14575 W ORANGE DR,AZ,LITCHFIELD PARK,04-JUN-21,06/09/2021,20210806,6,4,20-DEC-21
RECORD TRANSPORTATION LLC,(602) 628-3917,PETRU.HORDOUAN49@GMAIL.COM,1264089,3658792,5139 W WILLOW AVE,AZ,GLENDALE,16-JUN-21,06/21/2021,20210806,1,1,23-JUL-21
MAC TRUCKING & TRANSPORT LLC,(520) 345-0261,MIGUELACRUZ.MC3@GMAIL.COM,1267737,3663789,8439 W QUATTLEBAUM DR,AZ,TUCSON,23-JUN-21,06/28/2021,20210806,1,1,23-AUG-21
GOO SHIPPER LLC,(480) 492-5480,INFO@GOOSHIPPER.COM,1270319,3667362,4120 N 78TH ST APT 112,AZ,SCOTTSDALE,28-JUN-21,07/01/2021,20210806,1,1,06-JUL-21
ENJOIFUL LLC,(773) 951-9969,ENJOIFUL.LLC@GMAIL.COM,1271258,3668650,2506 W DUNLAP AVE APT 460,AZ,PHOENIX,29-JUN-21,07/02/2021,20210806,1,1,30-NOV-21
D&K LOGISTICS CORP,(602) 751-2144,DJSTWT1980@GMAIL.COM,1276032,3675249,4128 E BRECKENRIDGE WAY,AZ,GILBERT,08-JUL-21,07/13/2021,20210806,0,8,08-JUL-21
ELEGGUA COMPANY LLC,(602) 550-1450,YORDANILOPEZ23@GMAIL.COM,1277518,3677274,7221 N BLACK CANYON HWY APT 5,AZ,PHOENIX,12-JUL-21,07/15/2021,20210806,1,1,12-JUL-21
SC SHIPPING LLC,(520) 604-2704,SC_SHIPPINGLLC@YAHOO.COM,1280468,3681170,352 SONOITA AVE,AZ,PATAGONIA,16-JUL-21,07/21/2021,20210806,1,2,23-NOV-21
CABALLEROS TRANSPORT LLC,(928) 920-6569,WENDYMERAZB@GMAIL.COM,1280999,3681843,317 S AVENUE A 1/2,AZ,SOMERTON,19-JUL-21,07/22/2021,20210806,1,1,10-AUG-21
AZ EXPRESS USA LLC,(919) 946-4666,J3AFAR@GMAIL.COM,1281456,3678143,12825 W ALEGRE DR,AZ,LITCHFIELD PK,13-JUL-21,07/22/2021,20210806,2,4,26-JUL-21
LANDRY'S TRANSPORT LLC,(480) 646-2495,MARCLANDRY48@YAHOO.COM,1281458,3682480,41151 W ROBBINS DR,AZ,MARICOPA,19-JUL-21,07/22/2021,20210806,1,1,02-AUG-21
MAT MOVING COMPANY LLC,(602) 679-5879,MATT@2FELLASPHOENIX.COM,1036110,3243143,22914 N 45TH PL,AZ,PHOENIX,07-FEB-19,10/27/2021,20211124,2,2,29-JUL-21
ONE LANE FREIGHT LLC,(623) 226-3245,ANTHONYHUNTER44@ICLOUD.COM,1248057,3636656,2061 W PECAN RD,AZ,PHOENIX,17-MAY-21,05/20/2021,20210811,1,1,17-MAY-21
DESERT BORN TRANSPORTATION LLC,(480) 321-6462,QALVTRANS@GMAIL.COM,1274303,3667067,6316 W MCKINLEY ST,AZ,PHOENIX,28-JUN-21,07/09/2021,20210811,1,2,10-SEP-21
HOWARD TRUCKING LLC,(219) 781-6698,HOWARDTRUCKINGCORP@GMAIL.COM,1282898,3684529,2820 S ALMA SCHOOL RD STE 18,AZ,CHANDLER,21-JUL-21,07/26/2021,20210811,1,2,04-NOV-21
COR LOGISTICS LLC,(623) 322-3019,CS.CORLOGISTICS@GMAIL.COM,1068503,3345334,417 S 114TH AVE,AZ,AVONDALE,11-OCT-19,04/15/2021,20211008,2,2,04-AUG-20
GUERRA LOGISTICS LLC,(480) 270-0892,JULIOGUERRA686@GMAIL.COM,1129951,3461332,4007 W CITRUS WAY,AZ,PHOENIX,29-JUL-20,08/03/2020,20211008,2,2,23-SEP-21
ALL STATE TRANSPORTATION LLC,(480) 760-3240,ALLSTATETRANSPORTATIONLLC@GMAIL.COM,1201906,3569524,1517 E BRANHAM LN,AZ,PHOENIX,13-FEB-21,09/23/2021,20211008,2,2,16-SEP-21
NANNA'S ANGEL LOGISTICS INC,(623) 999-4268,INFO@NANNASANGELLOGISTICS.COM,1306091,3716043,12515 W GLENN DR,AZ,GLENDALE,03-SEP-21,09/09/2021,20211008,1,1,31-OCT-21
GODINEZ FAMILY TRUCKING LLC,(602) 750-5328,FLOGODINEZ@GMAIL.COM,1311255,3715369,11793 W CHASE LN,AZ,AVONDALE,02-SEP-21,09/20/2021,20211008,1,1,15-SEP-21
BARCELO TRUCKING LLC,(602) 825-6150,BARCELOCOSME4@GMAIL.COM,1312482,3551591,135 W SOUTHGATE AVE,AZ,PHOENIX,15-JAN-21,09/23/2021,20211008,1,1,15-SEP-21
AMISO LLC,(313) 265-7175,DAMISO@AMISOLOGISTICS.COM,1312987,3725445,20825 W MCDOWELL RD,AZ,BUCKEYE,18-SEP-21,09/22/2021,20211008,1,1,18-SEP-21
A & G TRANSPORTS LLC,(602) 571-2870,LADIESOFBOYCOTT@GMAIL.COM,1312996,3725459,2920 E NORTHERN AVE STE 100,AZ,PHOENIX,18-SEP-21,09/22/2021,20211008,1,2,18-SEP-21
GFL TRANSPORTATION LLC,(815) 298-1010,GRACEFLAWRENCE@AOL.COM,1313731,3726448,251 S OCOTILLO AVE LOT 26,AZ,BENSON,20-SEP-21,09/23/2021,20211008,1,1,20-SEP-21
BLUE RAY TRANSPORT LLC,(480) 215-0823,KORINFORBES@GMAIL.COM,1314251,3727156,4948 S BARLEY WAY,AZ,GILBERT,21-SEP-21,09/24/2021,20211008,1,1,21-SEP-21
M&T DELIVERY LLC,(480) 468-0386,MTL.DELIVERYLLC@GMAIL.COM,1314716,3727825,9020 W HATCHER RD,AZ,PEORIA,21-SEP-21,09/24/2021,20211008,1,1,30-SEP-21
P3 MOVING SOLUTIONS CORPORATION,(510) 826-9574,P3MOVING_DELIVERY@YAHOO.COM,1245604,3633287,2081 WINDY ST,AZ,CLARKDALE,12-MAY-21,05/17/2021,20211109,1,1,27-OCT-21
TRIPLE G TRUCKING LLC,(602) 318-2937,JUNIORGAITAN74@YAHOO.COM,1295552,3701783,2015 S 80TH LN,AZ,PHOENIX,16-AUG-21,08/19/2021,20211109,1,1,02-NOV-21
